estateName,road,facility,,,,
学府苑,估价对象所在小区东临蜀龙大道北段；南临龙家湾巷；西临道路；北临其他。,周边有“新东小区”、“ 学邻名苑”等住宅楼盘，区域内有桂湖小学、新都金都中学、新都区桂湖医院、金都市场、世纪华联超市、红旗超市、二娃蔬菜店、中国工商银行、中国银行等公共及生活配套设施齐全，区域内有679路、x01路、x03路、x05路、x10路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
源上湾国际社区.千叶郡,估价对象所在小区西北临天柏路；西南临兴贸大道；东南临道路；东北临旅柏路西段。,周边有“柏盛苑”、“柏水小区”等住宅楼盘，区域内有旃檀中学、柏水学校中学部、成都北新医院、柏水综合市场、成都市农村商业银行等公共及生活配套设施，区域内有x14、x15、x47、新都k6路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较方便。,,,,
合景格林春天,估价对象所在小区东北临新东街；西北临蓉都大道南一段；东南临其他；西南临道路。,周边有“学府苑”、“邻福苑”等住宅楼盘，区域内有新都区金星幼儿园、桂湖小学、新都四中、西南石油大学、新都区桂湖医院、新都区新都镇医院、紫瑞市场、金都市场、邮政储蓄银行、建设银行、中国银行等公共及生活配套设施，区域内有区域内有679路、新都K1路、x03路等公交车经过，公共交通便捷度较好，道路通达度较好，区域内居家生活较方便。,,,,
华润凤凰城二期,估价对象所在小区东临其他；西临剑南大道中段；南临天府二街；北临盛治街。,周边有“中海兰庭”、“保利百合花园”等住宅楼盘，区域内有高新区双祥川音幼儿园、成都七中高新校区、成都高新大源学校、成都高新海尔森医院、桂溪社区卫生服务中心、世豪广场、麦德龙超市、大源菜市、大源中央公园、工商银行、建设银行、农业银行等公共及生活配套设施基本齐全，区域内有40路、124路、131路、203a路、203b路、502路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较方便。,,,,
416医院家属区,估价对象所在小区东北临二环路北四段；西南临河流；西北临河流；东南临三友路。,周边有“沙河庭院”、“ 新兴苑”等住宅楼盘，区域内有成都华兴幼儿园、成都市人北实验小学、成都大学附属中学校、416医院、成都交通医院、绿宇商厦、财富又一城、光大银行、工商银行、招商银行等公共及生活配套设施，区域内有2路、86路、113路、1121路等公交车经过，距地铁3号线“李家沱”站沿路距离约300米，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
万科金域西岭,估价对象所在小区西北临迎宾大道、西南临金耀路、东南临蜀跃路、东北临金卉路。,周边有“锦城豪庭”、“益州蓉苑”“迎宾大道二号”等住宅楼盘，区域内有成都市友谊小学、成都市迎宾路小学校、优米幼儿园、金妞妞幼儿园、成都仁一医院、土桥村卫生站、八益家居、百佳超级市场、精品小区农贸市场、建设银行、农业银行、中信银行等公共及生活配套设施，区域内有143路、710a路、720路、723路等公交车经过，距离地铁二号线“茶店子客运站”、“迎宾大道”站约350米，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
青城山居,估价对象所在小区东临道路；南临显永路；西临川西旅游环线；北临道路。,周边有“郡原·山外山”、“ 蜀山栖镇”等住宅楼盘，区域内有崇州市街子镇金梦幼儿园、街子中学、街子学校、街子镇卫生院、崇州恩慈医院、街子镇农贸市场、红旗超市、农业银行、农村商业银行、邮政银行等公共及生活配套设施，区域内有都江堰102路等公交车经过，公共交通便捷度较好，道路通达度较好，区域内居家生活舒适。,,,,
保利·林语溪,估价对象所在小区东临华盛路；西临华实路；北临龙港路；南临成康路。,周边有“二重嘉苑”、“ 龙潭工业园区安置房4期”等住宅楼盘，区域内有海蓝天幼儿园、同仁幼儿园、西南财经大学天府学院、珍君仁济医院、六合广场、龙潭过渡集贸市场、舞东风超市、红旗超市、成都银行、农村商业银行等公共及生活配套设施，区域内有654路、860路、14路、87路、204路128路等公交车经过，公共交通便捷度和道路通达度好，居家生活便利。,,,,
富丽苑,估价对象所在小区北临通道；南临其他；西临通道；东临通道。,周边有“东方新城”、“合能·东城攻略”等住宅楼盘，区域内有莲新幼儿园、龙舟社区幼儿园、成都市盐道街小学、田家炳中学、解放军第四五二医院、锦江区中医医院、阳光新业中心、家乐福超市、东城菜市场、中国建设银行、民生银行、招商银行等公共及生活配套设施；区域内有1087路、43路、65路、75路、91路、106路等公交车经过，距离地铁2号线“牛市口站”沿路距离约600米，公共交通便捷度和道路通达度好，居家生活便利。,,,,
新港国际花园,估价对象所在小区东临其他；西临其他；南临公济桥路；北临其他。,周边有“南桥春天”、“ 鑫福佳苑”等住宅楼盘，区域内有成都高新区中和小学、成都市中和中学、成都城南医院、成都高新民爱医院、香榭广场、红旗超市、中国工商银行、成都农村商业银行、中国建设银行等公共及生活配套设施，区域内有185路、188路、240路、1017路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较方便。,,,,
东方希望天祥广场,估价对象所在小区北临其他；南临天府二街；西临吉庆南路；东临天府大道中段。,周边有“蜀都中心”、“新天府国际中心”等住宅楼盘，区域内有东森国际幼儿园、金苹果城南阳光幼稚园、益州小学、成都城南医院、中和社区卫生服务中心、花样年·福年广场、富润国际广场、红旗超市、建设银行、中国银行、招商银行等公共及生活配套设施，区域内有84路、102路、115路、118路、171a路、171b路、188路、259路、夜间专线298路等公交车经过，距地铁1号线“世纪城”站沿路距离约150米，公共交通便捷度和道路通达度好，居家生活便利。,,,,
川音嘉苑,东北临马超东路；西北临育英路；西南临学院路东段；东南临万和南路,周边有“汉嘉国际”、“ 东骏湖景湾”等住宅楼盘，区域内有万和洋贝儿幼儿园、新都香城小学、香城中学、四川音乐学院、静安村卫生站、崇义村卫生站、新城市购物广场、川音综合市场、农商银行、中信银行、农业银行等公共及生活配套设施，区域内有新都8路、661b路、新都k4路、新都10路等公交车经过，公共交通便捷度和道路通达度好，居家生活便利。,,,,
百花福园,估价对象所在小区北临大石西路；西临其他；南临百花西街；东临百花正街。,周边有“永乐苑”、“浣花苑”等住宅楼盘，区域内有成都市童话森林幼稚园、成都市武侯实验小学、双楠中学、四川省人民医院草堂医院、成都市武侯区第二人民医院、龙爪社区卫生服务中心、少陵路农贸市场、百花综合市场、人人乐超市、建设银行、农业银行、工商银行等公共及生活配套设施，区域内有53路、70路、77路、343路、1075路等公交车经过，距地铁3号线“高升桥”站沿路距离约1.3公里，公共交通便捷度和道路通达度好，居家生活便利。,,,,
置信丽岛,估价对象所在小区西南临滨湖路；西北临胜利大街；东南临道路；东北临其他。,周边有“益联逸景苑”、“香颂苑”等住宅楼盘，区域内有成都石化工业学校南校区、彭州市技工学校、斯宾塞格林国际幼儿园、彭州市人民医院、彭州太平医院、奥特莱斯、红旗超市、南部新城综合市场、交通银行、中国工商银行、成都市农村商业银行等公共及生活配套设施，区域内有彭州111a路、彭州101路、彭州116路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活便利。,,,,
